,name,cat,food_cat,food_rank,service_rank,price_rank,review_num,ranking_pos,ad_cat,pri_rate,address
159,The Lodge Restaurant,restaurant,American,50,50,50,44,165,Jung-gu,5.0,"359, Dongho-ro, Jung-gu B1F, TravelLodge Dongdaemun Hotel, Seoul 04547 South Korea"
160,Fritz Coffee Company,restaurant,Cafe,45,40,40,81,166,Dohwa-dong,4.0,"17, Saechang-ro 2-gil, Mapo-gu, Seoul 04168 South Korea"
161,Top Cloud Grill & Cafe,restaurant,European,40,40,35,125,167,Insadong,4.0,"Jongno Tower 33F, 6, Jongno 2-ga, Jongno-gu, Seoul South Korea"
162,Wonjo Ssambabjib Nonhyeon Main,restaurant,Asian,40,35,45,107,168,Gangnam / Nonhyeon / Yeoksam,4.0,"165-15 Nonhyeon-dong, Gangnam-gu, Seoul South Korea"
163,"STAY, Modern Restaurant",restaurant,French,45,45,40,66,169,Songpa-gu,4.5,"300, Olympic-ro, Songpa-gu 81F, SIGNIEL Seoul, Lotte World Tower, Seoul 05551 South Korea"
164,Brooklyn The Burger Joint Samsung,restaurant,American,45,40,35,72,170,Samseongdong / COEX,4.5,"10, Bongeunsa-ro 84-gil, Gangnam-gu, Seoul 06163 South Korea"
165,BeansBins Coffee Garosugil,restaurant,Cafe,40,35,35,97,171,Garosugil,4.0,"534-20, Sinsa-dong, Gangnam-gu 2F Taemyeong Bldg., Seoul South Korea"
166,Ciuri Ciuri,restaurant,Italian,45,45,45,71,172,Hongdae,4.5,"3-13, Dongmak-ro 15-gil, Mapo-gu, Seoul 04049 South Korea"
167,Bombay Grill Itaewon,restaurant,Indian,45,45,45,66,173,Itaewon,4.5,"11, Usadan-ro 10-gil, Yongsan-gu, Seoul 04405 South Korea"
168,Momo Cafe Courtyard Seoul Times Square,restaurant,International,40,40,35,96,174,Yeongdeungpo-gu,4.0,"15, Yeongjung-ro, Yeongdeungpo-gu Courtyard by Marriott Seoul Times Square 5F, Seoul 07305 South Korea"
169,Mapo Mandu,restaurant,Asian,40,35,45,70,175,Hongdae,4.5,"393-1, Seogyo-dong, Mapo-gu, Seoul South Korea"
170,School Food Myeongdong M Plaza,restaurant,Asian,40,40,40,84,176,Myeongdong / Namdaemun,4.0,"27, Myeongdong 8-gil, Jung-gu 5F M Plaza, Seoul 04536 South Korea"
171,The Pizza Peel,restaurant,Pizza,45,45,40,91,177,Itaewon,4.5,"59 Cheonggyecheon-ro, Jongro-gu 2F, Seoul 03189 South Korea"
172,Starbucks Sogongdong,restaurant,Cafe,40,40,40,67,178,Jung-gu,4.0,"106, Sogong-ro, Jung-gu Seoul Westin Chosun Hotel, Seoul 04533 South Korea"
173,Isaac Toast Hongdae,restaurant,American,45,40,40,45,179,Hongdae,4.5,"93, Wausan-ro, Mapo-gu, Seoul 04040 South Korea"
174,Pizza Hil,restaurant,Pizza,40,45,30,131,182,Gwangjang-dong,4.0,"177, Wokeohil-Ro Sheraton Grand walkerhill Seoul, Seoul 143-708 South Korea"
175,Bulgogi Brothers Seoul Finance Center Store,restaurant,Barbecue,45,40,40,107,185,Jung-gu,4.0,"B2 Seoul Finance Center 84 Taepyeongno 1-ga, Jung-gu, Seoul South Korea"
176,The Brasserie - InterContinental Seoul COEX,restaurant,International,45,45,35,84,186,Samseongdong / COEX,4.5,"524, Bongeunsa-ro, Gangnam-gu 1st FL of InterContinental Seoul COEX, Seoul 06164 South Korea"
177,Peninsula Italian Restaurant & Bar,restaurant,Italian,45,45,40,91,187,Jung-gu,4.5,"Lotte Hotel Seoul New Wing 1F 30 Eulji-ro, Seoul 04533 South Korea"
178,Balwoo Gongyang,restaurant,Asian,45,40,40,150,188,Jongno-gu,4.0,"56, Ujeongguk-ro, Jongno-gu 5F TempleStay Bldg., Seoul 03145 South Korea"
179,"Cornerstone - Cucina Italiana, Park Hyatt Seoul",restaurant,Italian,45,45,35,79,190,Gangnam-gu,4.0,"606, Teheran-ro, Gangnam-gu 2F Park Hyatt Seoul, Seoul 06174 South Korea"
180,Buchon Yukhoe,restaurant,Korean,45,45,45,41,191,Jongno-gu,4.5,"200-12, Jong-ro, Jongno-gu, Seoul 03195 South Korea"
181,Keunkiwajip,restaurant,Korean,45,35,35,118,192,Jongno-gu,4.0,"20-7, Bukchon-ro, Jongno-gu, Seoul 03059 South Korea"
182,Kyungbokkung Sadang,restaurant,Barbecue,45,45,35,52,193,Seocho-gu,4.5,"11, Bangbaecheon-ro, Seocho-gu, Seoul 06693 South Korea"
183,TAJ - Tase of India (Myeongdong Store),restaurant,Indian,45,45,40,99,194,Myeongdong / Namdaemun,4.0,"YWCA Bldg. 1-3, Myeong-dong 1-ga, Jung-gu Page Myeongdong 2F, Seoul 04538 South Korea"
184,Anthracite Coffee Roasters,restaurant,Cafe,45,40,35,62,195,Hapjeong-dong,4.5,"10, Tojeong-ro 5-gil, Mapo-gu, Seoul 04073 South Korea"
185,Yec'hed Mat,restaurant,French,50,50,50,28,196,Hongdae,5.0,"25-10, Eoulmadang-ro 5-gil, Mapo-gu, Seoul 04047 South Korea"
186,Starbucks Famille Park,restaurant,Cafe,40,40,40,82,197,Banpo-dong,4.0,"205, Sapyeong-daero, Seocho-gu Central City Famille Park Dome, Seoul 06545 South Korea"
187,Manimal Smokehouse,restaurant,American,45,45,40,102,198,Itaewon,4.5,"47, Noksapyeong-daero 40-gil, Yongsan-gu, Seoul 04351 South Korea"
188,Cotela Coreanos Tequila Lounge,restaurant,Mexican,40,40,40,76,199,Gangnam-gu,4.0,"B1, 25, Seolleung-ro 157-gil, Gangnam-gu, Seoul South Korea"
189,Salad Brothers,restaurant,American,50,45,45,53,200,Hongdae,4.5,"15, Yanghwa-ro 21-gil, Mapo-gu 2f, Seoul 03994 South Korea"
190,Din Tai Fung Myeongdong Jungang,restaurant,Chinese,40,40,35,228,201,Myeongdong / Namdaemun,3.5,"13, Myeongdong 7-gil, Jung-gu 2F, Jeungkwon Bldg., Seoul 04534 South Korea"
191,Woori Garden,restaurant,Barbecue,40,45,35,104,202,Myeongdong / Namdaemun,4.0,"127, Toegye-ro, Jung-gu, Seoul 04536 South Korea"
192,School Food Garosu-gil,restaurant,Asian,40,35,35,114,203,Garosugil,4.0,"139, Dosan-daero, Gangnam-gu, Seoul 06036 South Korea"
193,Myongwolgwan,restaurant,Barbecue,45,45,30,62,204,Gwangjang-dong,4.5,"177, Walkerhill-ro, Gwangjin-gu Grand Walker Hill Seoul, Seoul 04963 South Korea"
194,Gangnam Myeonok,restaurant,Asian,45,40,40,60,205,Gangnam-gu,4.0,"34, Nonhyeon-ro 152-gil, Gangnam-gu, Seoul 06026 South Korea"
195,The Square,restaurant,International,40,40,35,52,206,Gangnam / Nonhyeon / Yeoksam,4.5,"130, Bongeunsa-ro, Gangnam-gu 2F, Novotel Ambassador Seoul Gangnam, Seoul 06124 South Korea"
196,Suyeon Sanbang,restaurant,Cafe,40,45,35,59,207,Seongbuk-dong,4.5,"248 Seongbuk-dong, Seongbuk-gu, Seoul South Korea"
197,Ouga,restaurant,Barbecue,40,40,40,68,208,Myeongdong / Namdaemun,4.0,"12-13 Chungmuro 2-ga Jung-gu, Seoul South Korea"
198,Kwonsooksoo,restaurant,Asian,50,50,45,50,209,Gangnam-gu,4.5,"27, Eonju-ro 170-gil, Gangnam-gu, Seoul 06017 South Korea"
199,Hadongkwan,restaurant,Asian,40,35,30,231,210,Myeongdong / Namdaemun,3.5,"12, Myeongdong 9-gil, Jung-gu, Seoul 04538 South Korea"
200,Glam Lounge,restaurant,Bar,40,45,40,60,211,Itaewon,4.5,"26, Itaewon-ro 27ga-gil, Yongsan-gu Hamilton Hotel Annex, Seoul 04350 South Korea"
201,Onedang Gamjatang Myeongdong 1,restaurant,Asian,40,35,40,108,212,Myeongdong / Namdaemun,4.0,"13, Myeongdong 9-gil, Jung-gu, Seoul 04534 South Korea"
202,La Grillia Gwanghwamun,restaurant,Barbecue,40,40,40,74,214,Jongno 1.2.3.4 ga-dong,4.0,"11, Cheonggyecheon-ro, Jongno-gu, Seoul 03187 South Korea"
203,37 Grill & Bar,restaurant,Steakhouse,40,35,35,105,215,Yeongdeungpo-gu,4.0,"10, Gukjegeumyung-ro, Yeongdeungpo-gu 37F, Conrad Seoul, Seoul 07326 South Korea"
204,Byeokje Galbi Sinchon,restaurant,Asian,45,45,35,66,216,Seodaemun,4.0,"13-20, Changcheon-dong, Seodaemun-gu, Seoul South Korea"
205,Mapo Jinjja Wonjo Choidaepo,restaurant,Barbecue,45,35,40,105,217,Gongdeok-dong,4.0,"255-5 Gongdeok-dong, Mapo-gu, Seoul South Korea"
206,Paul Bassett Shinsegae Gangnam Store,restaurant,Cafe,45,40,40,75,218,Banpo-dong,4.5,"B1, Shinsegae Dept. Store, 19-3 Banpo-dong, Seocho-gu, Seoul South Korea"
207,Seoulista,restaurant,Korean,45,40,40,39,219,Jung-gu,4.5,"19 Toegye-ro, Jung-gu 1F-2F, Hotel Manu, Seoul 04527 South Korea"
208,Seoul Baking Company,restaurant,Cafe,50,45,40,60,220,Jongno-gu,4.5,"279, Cheonggyecheon-ro, Jongno-gu LL, JW Marriott Dongdaemun Square Seoul, Seoul 03198 South Korea"
209,Brick Oven New York Pizzeria,restaurant,Italian,45,40,35,132,221,Gangnam / Nonhyeon / Yeoksam,4.0,"2F. 617-4 Yeoksam-dong, Gangnam-gu, Seoul South Korea"
210,Hanam Pig House,restaurant,Barbecue,45,40,40,41,222,Myeongdong / Namdaemun,4.5,"29, Eonju-ro93-Gil, Seoul South Korea"
211,CJ Food World,restaurant,Asian,40,40,40,94,223,Jung-gu,4.0,"Cheil Jedang Center Bldg. 292 Ssangnim-dong, Jung-gu, Seoul 100-400 South Korea"
212,Pizzeria'o,restaurant,Italian,45,40,40,37,224,Jongno-gu,4.5,"48, Dongsung-gil, Jongno-gu, Seoul 03088 South Korea"
213,Shake Shack Doota,restaurant,American,40,40,35,73,225,Jung-gu,4.0,"275, Jangchungdan-ro, Jung-gu 1F, Doota Mall, Seoul 04563 South Korea"
214,Kervan Turkish Restaurant Itaewon,restaurant,European,40,40,40,116,226,Itaewon,4.0,"192, Itaewon-ro, Yongsan-gu, Seoul 04406 South Korea"
215,Pairing Room,restaurant,Italian,45,40,35,61,227,Gangnam-gu,4.5,"14, Dosan-daero 81-gil, Gangnam-gu, Seoul 06011 South Korea"
216,Beef of Love,restaurant,Steakhouse,50,50,45,31,228,Jongno-gu,4.5,"4 Sajikro 8 Gil, Jongno-gu 1F, Seoul 03168 South Korea"
217,Sanchon,restaurant,Asian,40,40,35,216,229,Jongno-gu,4.0,"14, Gwanhun-dong, Jongno-gu, Seoul South Korea"
218,Starbucks Gwanghwamun,restaurant,Cafe,45,45,40,66,230,Jongno-gu,4.0,"167, Sejong-daero, Jongno-gu Hyundai Bldg., Seoul 03183 South Korea"
219,Bad Farmers,restaurant,European,45,40,35,51,231,Sinsa / Garosugil,4.5,"31, Apgujeong-ro4-Gil, Seoul South Korea"
220,Once In A Blue Moon,restaurant,Bar,40,40,35,71,232,Gangnam-gu,4.5,"85-1, Chungdam-dong, Gangnam-gu, Seoul South Korea"
221,Zelen,restaurant,European,45,40,40,148,233,Itaewon,4.0,"2F, 116-14, Itaewon dong, Yongsan gu, Seoul South Korea"
222,Laundry Project,restaurant,Bar,40,45,45,37,234,Yongsan-dong,4.5,"1F, 78 Sinheung-ro, Yongsan-gu, Seoul 04339 South Korea"
223,Charles H.,restaurant,Bar,45,45,35,51,235,Jongno-gu,4.5,"97 Saemunan-ro, Jongno-gu B1F, Four Seasons Hotel Seoul, Seoul 03183 South Korea"
224,BHC Chicken Myeongdong,restaurant,Asian,40,35,35,133,236,Myeongdong / Namdaemun,3.5,"21, Myeongdong 7-gil, Jung-gu Myeongdong Artnouveau Centum, Seoul 04534 South Korea"
225,C27,restaurant,Cafe,45,40,35,75,237,Garosugil,4.0,"39, Dosan-daero 15-gil, Gangnam-gu, Seoul 06033 South Korea"
226,James Cheese Back Ribs Myeongdong,restaurant,Asian,40,40,40,135,239,Myeongdong / Namdaemun,4.0,"7-6, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
227,Changsin Yukheo,restaurant,Asian,50,35,45,47,240,Jongno-gu,4.5,"198-2, Jong-ro, Jongno-gu, Seoul 03195 South Korea"
228,Zest,restaurant,Chinese,40,40,30,205,241,Yeongdeungpo-gu,4.0,"10, Gukjegeumyung-ro, Yeongdeungpo-gu 2F, Conrad Seoul, Seoul 07326 South Korea"
229,Ojangdong Heungnamjip,restaurant,Asian,45,35,35,56,242,Jung-gu,4.0,"101-7 Ojang-dong, Jung-gu, Seoul South Korea"
230,Gangnam Gyoza,restaurant,Korean,45,45,40,68,243,Gangnam / Nonhyeon / Yeoksam,4.5,"11, Gangnam-daero 69-gil, Seocho-gu, Seoul 06612 South Korea"
231,Batgodong,restaurant,Asian,45,35,35,42,244,Gangnam-gu,4.5,"54, Eonju-ro 172-gil, Gangnam-gu, Seoul 06018 South Korea"
232,Onion Anguk,restaurant,Cafe,45,40,45,25,245,Jongno-gu,4.5,"5, Gyedong-gil, Jongno-gu, Seoul 03059 South Korea"
233,Won Grandma Bon-Ga (Original Restaurant),restaurant,Asian,45,40,40,53,246,Songpa-gu,4.0,"201, Nangye-ro, Jung-gu, Seoul 04573 South Korea"
234,Chicken 678 Myeongdong,restaurant,Korean,40,35,40,82,247,Myeongdong / Namdaemun,4.0,"21, Myeongdong 7-gil, Jung-gu, Seoul 04534 South Korea"
235,Prost Pub & Grill,restaurant,Bar,30,35,35,149,248,Itaewon,4.0,"26, Itaewon-ro 27ga-gil, Yongsan-gu 1F, Hamilton Hotel Annex, Seoul 04350 South Korea"
236,Bean Brothers - Hapjeong,restaurant,Cafe,45,45,45,55,249,Hapjeong-dong,4.5,"35-1, Tojeong-ro, Mapo-gu, Seoul 04083 South Korea"
237,BeansBins Samcheong,restaurant,Cafe,45,40,40,53,250,Jongno-gu,4.5,"3-1, Samcheong-ro 9-gil, Jongno-gu, Seoul 03049 South Korea"
238,Midnight Bistro Jubari Project,restaurant,Bar,50,50,45,31,251,Itaewon,5.0,"2-10, Itaewon-ro 20-gil, Yongsan-gu 5f, Seoul 04391 South Korea"
239,Sinchon Hwangso Gopchang,restaurant,Asian,45,40,40,60,253,Seodaemun,4.5,"31, Yonsei-ro 9-gil, Seodaemun-gu, Seoul 03788 South Korea"
240,Ilmi Ganjang Gejang,restaurant,Asian,45,40,35,69,254,Dongdaemun-gu,4.5,"367-3 Jangan 2-dong, Dongdaemun-gu, Seoul South Korea"
241,Kkanbu Chicken Samsung,restaurant,Korean,45,40,45,39,255,Samseongdong / COEX,4.5,"156-6, Samsung-dong, Gangnam-gu, Seoul South Korea"
242,The Timber House,restaurant,Japanese,45,45,35,56,256,Gangnam-gu,4.5,"606, Teheran-ro, Gangnam-gu B1, Park Hyatt Seoul, Seoul 06174 South Korea"
243,Hong Kong Banjeom 0410 Myeongdong,restaurant,Chinese,40,35,40,64,257,Myeongdong / Namdaemun,4.0,"14, Myeongdong 10-gil, Jung-gu, Seoul 04536 South Korea"
244,Texas de Brazil,restaurant,International,45,40,40,63,258,Banpo-dong,4.5,"205, Sapyeong-daero, Seocho-gu, Seoul 06545 South Korea"
245,Samwon Garden Main Store,restaurant,Barbecue,40,35,30,147,259,Gangnam-gu,4.0,"835, Eonju-ro, Gangnam-gu, Seoul 06023 South Korea"
246,Bonjuk Myeongdong,restaurant,Asian,40,35,35,135,260,Myeongdong / Namdaemun,4.0,"65-2 Chungmuro2-ga, Jung-gu, Seoul South Korea"
247,Bonga Nonhyeon Main,restaurant,Asian,45,40,45,46,261,Gangnam / Nonhyeon / Yeoksam,4.5,"33, Bongeunsa-ro 1-gil, Gangnam-gu, Seoul 06119 South Korea"
248,Wang Thai,restaurant,Asian,40,45,40,93,262,Itaewon,4.0,"Yeonghwa Bldg. 3F, 176-2, Itaewon-dong, Yongsan-gu, Seoul South Korea"
249,Jalppajin Ikseon,restaurant,Asian,50,50,50,31,263,Jongno 1.2.3.4 ga-dong,5.0,"73, Yulgok-ro 8-gil, Jongno-gu, Seoul 03134 South Korea"
250,Soi Yeonnam,restaurant,Asian,45,35,40,55,264,Sinchon / Ewha,4.0,"267, Donggyo-Ro, Mapogu, Seoul 03983 South Korea"
251,Mokmyeoksanbang,restaurant,Korean,40,35,40,59,265,Jung-gu,4.0,"71 Toegye-ro 20-gil, Namsandong 2-ga, Jung-gu 1F, Hannam Building, Seoul 04629 South Korea"
252,Myth Jokbal,restaurant,Asian,45,40,40,47,266,Myeongdong / Namdaemun,4.0,"78, Namdaemun-ro, Jung-gu, Seoul 04534 South Korea"
253,Congdu,restaurant,Korean,45,45,40,68,267,Jung-gu,4.0,"116-1, Deoksugung-gil, Jung-gu, Seoul 04519 South Korea"
254,Lotteria Lotte Mart Seoul Station,restaurant,Fast Food,40,40,40,68,268,Jung-gu,4.0,"426, Cheongpa-ro, Jung-gu, Seoul 04509 South Korea"
255,Thanks Nature Cafe,restaurant,Cafe,40,40,40,103,269,Hongdae,4.0,"10, Hongik-ro, Mapo-gu Seogyo Purgio B121, Seoul 04055 South Korea"
256,Philkyungjae,restaurant,Asian,45,40,35,70,270,Gangnam-gu,4.0,"205 Gwangpyeong-ro, Gangnam-gu, Seoul 06352 South Korea"
257,Wolfgang's Steakhouse Korea,restaurant,Steakhouse,45,45,30,74,271,Gangnam-gu,4.0,"21, Seolleung-ro 152-gil, Gangnam-gu, Seoul 06016 South Korea"
258,Baegje Samgyetang,restaurant,Asian,40,35,30,140,272,Myeongdong / Namdaemun,3.5,"50-11 Myeongdong 2-ga, Jung-gu, Seoul South Korea"
259,Everest,restaurant,Indian,45,45,45,118,273,Jongno-gu,4.0,"148-1 Changsin-dong, Jongno-gu, Seoul 110-540 South Korea"
260,Burgerbang,restaurant,Bar,45,45,45,31,274,Jongno-gu,4.5,"29 Changdeokgung-gil, Jongno-gu, Seoul South Korea"
261,Cafe DooRoo,restaurant,Cafe,50,45,45,50,275,Jongno-gu,4.5,"1, Bukchon-ro 11-gil, Jongno-gu, Seoul South Korea"
262,Hangaram,restaurant,Korean,50,50,45,30,276,Myeongdong / Namdaemun,4.5,"25, Namdaemun-ro 5-gil, Jung-gu, Seoul 04526 South Korea"
263,Insadong Geu Jib,restaurant,Korean,40,40,40,63,277,Jongno-gu,4.0,"3, Insadong 12-gil, Jongno-gu, Seoul 03146 South Korea"
264,The Wolfhound Irish Pub & Restaurant,restaurant,International,40,40,40,94,278,Itaewon,4.0,"128-6 Itaewon-dong, Yongsan-gu Paemgseong-eup, Seoul South Korea"
265,Chaegeundaam,restaurant,Korean,45,45,45,43,284,Gangnam-gu,4.5,"23, Yeoksam-ro 98-gil, Gangnam-gu B1f, Seoul 06188 South Korea"
266,Loup Blanc,restaurant,French,45,45,45,55,286,Hongdae,4.5,"17, Wausan-ro 25-gil, Mapo-gu, Seoul 04054 South Korea"
267,A Twosome Place N Tower,restaurant,Cafe,40,40,35,77,287,Yongsan-dong,4.0,"105, Namsangongwon-gil, Yongsan-gu YTN Seoul Tower, Seoul 04340 South Korea"
268,Paris Baguette,restaurant,Cafe,45,40,40,51,289,Jung-gu,4.0,"133-1, Euljiro, Seoul South Korea"
269,Nori Table,restaurant,Japanese,35,35,30,49,290,Itaewon,4.5,"1, Noksapyeong-daero 40na-gil, Yongsan-gu, Seoul 04345 South Korea"
270,Bono Bono Samsung,restaurant,Seafood,45,45,40,51,291,Gangnam-gu,4.5,"B1F, 942-10, Daechi-dong, Gangnam-Gu, Seoul South Korea"
271,Trevia Pizza di Roma Noksapyeong,restaurant,Italian,40,40,40,64,292,Itaewon,4.5,"557, Itaewon-dong, Yongsan-gu, Seoul South Korea"
272,Mad for Garlic Gangnam Store,restaurant,Italian,40,40,35,74,295,Gangnam / Nonhyeon / Yeoksam,4.0,"648-19, Yeoksam-Dong, Gangnam-Gu, Seoul South Korea"
273,Cafe 395,restaurant,Seafood,45,40,35,56,296,Jung-gu,4.0,"50, Sowol-ro, Jung-gu 1st Floor Main Lobby, Hilton Millennium Seoul, Seoul 04637 South Korea"
274,Original Hosu Samgyetang,restaurant,Asian,45,40,40,40,297,Yeongdeungpo-gu,4.5,"342-325, Singil-dong, Yeongdeungpo-gu, Seoul South Korea"
275,Blind Alley,restaurant,Cafe,40,40,40,101,298,Yongsan-gu,4.0,"76, Cheongpa-ro 47-gil, Yongsan-gu, Seoul 04310 South Korea"
276,Saffron Restaurant - Seoul,restaurant,Asian,45,40,35,93,299,Myeongdong / Namdaemun,4.0,"78, Namdaemun-ro, Jung-gu Lotte City Hotel, Seoul 04534 South Korea"
277,Mr. Park's Mung-Bean Pancake,restaurant,Asian,45,40,45,24,300,Jongno-gu,4.5,"7, Jongno32-Gil Kwangjang Market, Seoul South Korea"
278,Ganga Gangnam,restaurant,Indian,35,40,35,80,301,Gangnam / Nonhyeon / Yeoksam,4.0,"B1, Samsung Electronics Bldg., 1320-10, Seocho-dong, Secho-gu, Seoul South Korea"
279,Mapo Yangji Seolleongtang,restaurant,Asian,40,35,40,56,302,Dohwa-dong,4.0,"6, Saechang-ro, Mapo-gu, Seoul 04168 South Korea"
280,Poem,restaurant,Cafe,40,40,40,35,303,Myeongdong / Namdaemun,4.5,"54-7, Myeong-dong 2-ga, Jung-gu, Seoul South Korea"
281,Sum Cafe,restaurant,Cafe,40,45,40,39,304,Samseongdong / COEX,4.5,"11, Digital-ro33-Gil, Seoul South Korea"
282,Entree,restaurant,Korean,50,50,45,24,306,Gangnam / Nonhyeon / Yeoksam,5.0,"130, Bongeunsa-ro, Gangnam-gu Lobby Floor, Novotel Ambassador Seoul Gangnam, Seoul 06124 South Korea"
283,Yeongyang Center Myeongdong Main,restaurant,Korean,45,40,40,57,307,Myeongdong / Namdaemun,4.0,"52, Myeongdong 2-gil, Jung-gu, Seoul 04535 South Korea"
284,Luna Asia Indian Restaurant,restaurant,Indian,45,40,40,52,308,Samseongdong / COEX,4.0,"15, Samseong-ro 100-gil, Gangnam-gu, Seoul 06166 South Korea"
285,Daerim Changgo,restaurant,Asian,40,40,35,39,310,Seongdong-gu,4.0,"78, Seongsui-ro, Seongdong-gu, Seoul 04784 South Korea"
286,Yoogane Dalkgalbi Hongdae 1-ho,restaurant,Asian,40,40,40,35,311,Hongdae,4.0,"109, Eoulmadang-ro, Mapo-gu, Seoul 04050 South Korea"
287,Sushi Hyo,restaurant,Japanese,40,45,35,48,312,Gangnam-gu,4.5,"21-16 Chundam-dong, Gangnam-gu, Seoul South Korea"
288,Halal Kitchen,restaurant,Korean,50,50,45,22,313,Jongno-gu,5.0,"86-4, Samcheong-ro, Jongno-gu, Seoul 03053 South Korea"
289,Shake Shack Gangnam,restaurant,American,35,35,30,108,314,Gangnam / Nonhyeon / Yeoksam,4.0,"452, Gangnam-daero, Gangnam-gu, Seoul 06123 South Korea"
290,J.J. Mahoney's,restaurant,Bar,40,40,30,108,316,Hannam-dong,4.0,"B2 Grand Hyatt Seoul 747-7 Hannam-dong,Yongsan-gu, Seoul 04347 South Korea"
291,The Market Kitchen,restaurant,Asian,40,45,35,40,318,Jongno-gu,4.0,"97, Saemunan-ro, Jongno-gu Four Seasons Hotel, Seoul 03183 South Korea"
292,Hakone,restaurant,Japanese,40,45,35,48,319,Samseongdong / COEX,4.5,"521, Teheran-ro, Gangnam-gu 1F, Grand Intercontinental Seoul Parnas, Seoul 06164 South Korea"
293,Wolhyang Gwanghwamun,restaurant,Asian,50,40,40,31,320,Jung-gu,4.5,"30 Sejong-daero 21-gil, Jung-gu, Seoul 04519 South Korea"
294,Cha Iyagi,restaurant,Barbecue,45,45,45,43,321,Jongno-gu,4.5,"29-11 Gwanhun-dong, Jongno-gu, Seoul South Korea"
295,Wangbijib Myeongdong 2nd Store,restaurant,Korean,45,45,40,53,322,Myeongdong / Namdaemun,4.0,"13, Myeongdong 9-gil, Jung-gu 2f, Seoul 04534 South Korea"
296,The Famous Lamb,restaurant,Cafe,45,45,40,45,323,Mapo-gu,4.5,"29, World Cup buk-ro 4-gil, Mapo-gu, Seoul 121-819 South Korea"
297,Sam Ryan's Sports Bar & Grill,restaurant,Bar,40,40,40,63,324,Itaewon,4.0,"50, Itaewon-ro 27ga-gil, Yongsan-gu, Seoul 04350 South Korea"
298,Baeknyeon Tojong Samgyaetang,restaurant,Asian,40,35,35,51,325,Hongdae,4.0,"118, Yanghwa-ro, Mapo-gu, Seoul 04038 South Korea"
299,Hanokjib Kimchijjim Seodaemun Main,restaurant,Asian,45,35,40,61,326,Naengcheon-dong,4.0,"14, Tongil-ro 9an-gil, Seodaemun-gu, Seoul 03735 South Korea"
300,Hobak Sikdang,restaurant,Asian,45,45,45,43,327,Hannam-dong,4.5,"657-85, Hannam-dong, Yongsan-gu, Seoul South Korea"
301,Devil's Door,restaurant,Bar,35,40,30,108,328,Banpo-dong,4.0,"205, Sapyeong-daero, Seocho-gu, Seoul 06545 South Korea"
302,Dinehall,restaurant,Bar,40,45,40,64,329,Myeongdong / Namdaemun,4.0,"17-5, Namdaemun-ro 5-gil, Jung-gu, Seoul 04526 South Korea"
303,Uraeok Gangnam,restaurant,Asian,45,40,30,50,330,Gangnam-gu,4.5,"983-13, Daechi3-dong, Gangnam-gu, Seoul South Korea"
304,Holly's Coffee Cheonggyecheon,restaurant,Cafe,45,40,40,39,331,Jongno 1.2.3.4 ga-dong,4.5,"156-1, Gwancheol-dong, Jongno-gu, Seoul South Korea"
305,Hamcho Ganjang Gejang,restaurant,Seafood,40,40,35,72,332,Myeongdong / Namdaemun,4.0,"11-1, Chungmuro 2-ga, Jung-gu, Seoul South Korea"
306,Sushi Kaisin,restaurant,Japanese,50,50,45,21,333,Gangnam-gu,5.0,"12, Dosan-daero 100-gil, Gangnam-gu 2F, Woori Bldg., Seoul 06071 South Korea"
307,Myoungdong Sundubu,restaurant,Asian,40,35,40,75,334,Myeongdong / Namdaemun,4.0,"199-50 Euljiro 2-ga, Jung-gu Basement, Seoul South Korea"
308,Pro Soy Crab Samsung,restaurant,Seafood,45,40,35,59,335,Samseongdong / COEX,4.0,"53, Teheran-ro 83-gil, Gangnam-gu, Seoul 06166 South Korea"
309,Coffee Hanyakbang,restaurant,Cafe,40,35,40,27,337,Jung-gu,4.5,"16-6, Samil-daero 12-gil, Jung-gu, Seoul 04542 South Korea"
310,Saebyukjip Cheongdam,restaurant,Barbecue,45,35,35,108,338,Gangnam-gu,4.0,"6, Dosan-daero 101-gil, Gangnam-gu, Seoul 06013 South Korea"
311,Saint Augustin Gyeongbokgung,restaurant,Asian,40,40,35,60,339,Jongno 1.2.3.4 ga-dong,4.0,"19, Junghak-dong, Jongno-gu B1F The K-Twin Tower, Seoul South Korea"
312,Omori Zzigae Jamsil,restaurant,Asian,40,35,45,62,340,Songpa-gu,4.0,"183-2 Seokchon-dong, Songpa-gu, Seoul South Korea"
313,Starbucks COEX Mall,restaurant,Cafe,40,40,40,69,341,Samseongdong / COEX,4.0,"524, Bongeunsa-ro, Gangnam-gu B1 O103, COEX Mall, Seoul 06164 South Korea"
314,Gong Cha Gangnam Station Glass Tower,restaurant,Cafe,40,35,35,53,342,Gangnam / Nonhyeon / Yeoksam,4.0,"406, Gangnam-daero, Gangnam-gu Glass Tower 2F, Seoul 06134 South Korea"
315,EulMilDae,restaurant,Asian,40,35,35,87,343,Gangnam / Nonhyeon / Yeoksam,4.0,"B-147, Ssangyong Platinum Bldg., Yeoksam-dong, Gangnam-gu, Seoul South Korea"
316,Din Tai Fung Gimpo Airport Lotte Mall,restaurant,Chinese,40,40,35,74,345,Gangseo-gu,4.0,"33, Haneul-gil, Gangseo-gu 2F Lotte Mall, Seoul South Korea"
